Fighter1,Fighter2,F1 Winner?,F2 Winner?,Fight Method,Round,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed R1  Disp.,Total Strike Missed R1  Disp.,Non-Sig. Strike Landed R1  Disp.,Non-Sig. Strike Missed R1  Disp.,Sig. Strike Landed R1  Disp.,Sig. Strike Missed R1  Disp.,Head R1  Disp.,Body R1  Disp.,Leg R1  Disp.,Distance R1  Disp.,Clinch R1  Disp.,Ground R1  Disp.,Knockdowns R1  Disp.,TD Completed R1  Disp.,TD Missed R1  Disp.,Sub. Att R1  Disp.,Rev. R1  Disp.,Ctrl Time (Minutes) R1  Disp.,Total Strike Landed R2  Disp.,Total Strike Missed R2  Disp.,Non-Sig. Strike Landed R2  Disp.,Non-Sig. Strike Missed R2  Disp.,Sig. Strike Landed R2  Disp.,Sig. Strike Missed R2  Disp.,Head R2  Disp.,Body R2  Disp.,Leg R2  Disp.,Distance R2  Disp.,Clinch R2  Disp.,Ground R2  Disp.,Knockdowns R2  Disp.,TD Completed R2  Disp.,TD Missed R2  Disp.,Sub. Att R2  Disp.,Rev. R2  Disp.,Ctrl Time (Minutes) R2  Disp.,Total Strike Landed R3  Disp.,Total Strike Missed R3  Disp.,Non-Sig. Strike Landed R3  Disp.,Non-Sig. Strike Missed R3  Disp.,Sig. Strike Landed R3  Disp.,Sig. Strike Missed R3  Disp.,Head R3  Disp.,Body R3  Disp.,Leg R3  Disp.,Distance R3  Disp.,Clinch R3  Disp.,Ground R3  Disp.,Knockdowns R3  Disp.,TD Completed R3  Disp.,TD Missed R3  Disp.,Sub. Att R3  Disp.,Rev. R3  Disp.,Ctrl Time (Minutes) R3  Disp.,Total Strike Landed R4  Disp.,Total Strike Missed R4  Disp.,Non-Sig. Strike Landed R4  Disp.,Non-Sig. Strike Missed R4  Disp.,Sig. Strike Landed R4  Disp.,Sig. Strike Missed R4  Disp.,Head R4  Disp.,Body R4  Disp.,Leg R4  Disp.,Distance R4  Disp.,Clinch R4  Disp.,Ground R4  Disp.,Knockdowns R4  Disp.,TD Completed R4  Disp.,TD Missed R4  Disp.,Sub. Att R4  Disp.,Rev. R4  Disp.,Ctrl Time (Minutes) R4  Disp.,Total Strike Landed R5  Disp.,Total Strike Missed R5  Disp.,Non-Sig. Strike Landed R5  Disp.,Non-Sig. Strike Missed R5  Disp.,Sig. Strike Landed R5  Disp.,Sig. Strike Missed R5  Disp.,Head R5  Disp.,Body R5  Disp.,Leg R5  Disp.,Distance R5  Disp.,Clinch R5  Disp.,Ground R5  Disp.,Knockdowns R5  Disp.,TD Completed R5  Disp.,TD Missed R5  Disp.,Sub. Att R5  Disp.,Rev. R5  Disp.,Ctrl Time (Minutes) R5  Disp.
Ashlee Evans-Smith,Norma Dumont,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 26 - 30. Derek Cleary 26 - 30. Dave Hagen 26 - 30.,Women's Bantamweight Bout,UFC Fight Night: Smith vs. Clark,"Las Vegas, Nevada, USA",11/28/20,3,-14,20,-1,0,-13,20,-21,3,5,-10,0,-3,0,-1,0,0,0,-0.816666667,-27,13,-12,-2,-15,15,-16,2,-1,-8,-1,-6,0,-1,0,0,0,-2.533333333,-21,20,3,0,-24,20,-29,4,1,-16,-3,-5,-1,0,0,0,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Pearce,Kai Kamaka,1,0,KO/TKO,2,4:28,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Back Control,Featherweight Bout,UFC Fight Night: Smith vs. Clark,"Las Vegas, Nevada, USA",11/28/20,2,-13,4,0,0,-13,4,-3,-6,-4,-16,3,0,0,0,1,0,0,0.4,78,19,61,10,17,9,17,-2,2,-1,1,17,0,4,-1,0,-1,2.483333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Day,Anderson Dos Santos,0,1,Submission,1,4:35,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Bottom Guard,Bantamweight Bout,UFC Fight Night: Smith vs. Clark,"Las Vegas, Nevada, USA",11/28/20,1,-6,-6,-4,0,-2,-6,-2,1,-1,1,0,-3,0,0,-5,-1,0,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gina Mazany,Rachael Ostovich,1,0,KO/TKO,3,4:10,3 Rnd (5-5-5),Mark Smith,Kick to Body At Distance,Women's Flyweight Bout,UFC Fight Night: Smith vs. Clark,"Las Vegas, Nevada, USA",11/28/20,3,11,13,8,1,3,12,-1,-2,6,4,-1,0,0,1,1,0,0,1.4,3,14,4,7,-1,7,2,-5,2,-5,0,4,0,5,1,1,-1,3.433333333,43,26,14,9,29,17,27,1,1,8,7,14,1,1,2,0,0,1.866666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumudaerji,Malcolm Gordon,1,0,KO/TKO,1,0:44,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,Flyweight Bout,UFC Fight Night: Smith vs. Clark,"Las Vegas, Nevada, USA",11/28/20,1,9,3,0,0,9,3,6,0,3,9,0,0,1,0,0,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Sanders,Nate Maness,0,1,Submission,2,2:29,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,Catch Weight Bout,UFC Fight Night: Smith vs. Clark,"Las Vegas, Nevada, USA",11/28/20,2,22,14,5,0,17,14,9,4,4,12,5,0,0,0,-1,0,0,0.166666667,3,6,-2,0,5,6,4,-1,2,7,0,-2,-1,-1,1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deiveson Figueiredo,Alex Perez,1,0,Submission,1,1:57,5 Rnd (5-5-5-5-5),Marc Goddard,Guillotine Choke From Bottom Guard,UFC Flyweight Title Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,1,-1,-5,0,0,-1,-5,-1,1,-1,0,0,-1,0,0,-2,1,0,-0.616666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentina Shevchenko,Jennifer Maia,1,0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 46 - 49. Mike Bell 46 - 49. Junichiro Kamijo 46 - 49.,UFC Women's Flyweight Title Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,5,30,2,27,2,3,0,2,0,1,1,0,2,0,1,0,0,0,4.483333333,12,-1,16,-1,-4,0,-1,-3,0,1,-3,-2,0,0,0,0,0,-4.4,16,0,13,0,3,0,4,0,-1,3,0,0,0,2,0,0,0,0.133333333,5,-12,28,4,-23,-16,-15,-8,0,-17,-6,0,0,1,-1,0,0,3.1,35,13,18,0,17,13,13,5,-1,15,2,0,0,0,0,0,0,-1.75
Mike Perry,Tim Means,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Dave Hagen 27 - 30. Chris Lee 28 - 29. Mike Bell 28 - 29.,Welterweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,-16,4,-3,0,-13,4,-11,-4,2,-11,-1,-1,0,1,1,2,-1,2.216666667,-24,24,0,0,-24,24,-17,-7,0,-22,-2,0,0,0,1,0,0,0.15,-34,5,-7,0,-27,5,-14,-7,-6,-26,-1,0,0,0,1,0,0,0.116666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katlyn Cerminara,Cynthia Calvillo,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30. Sal D'amato 27 - 30. Derek Cleary 27 - 30.,Women's Flyweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,6,6,0,0,6,6,0,3,3,6,0,0,0,-1,-1,0,0,0.033333333,7,2,0,0,7,2,11,-4,0,6,1,0,0,0,-1,0,0,0,-4,16,0,0,-4,16,3,-5,-2,-3,-1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauricio Rua,Paul Craig,0,1,KO/TKO,2,3:36,3 Rnd (5-5-5),Herb Dean,Punches to Head From Back Control,Light Heavyweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,2,-7,-6,-5,1,-2,-7,0,0,-2,0,-3,1,0,-2,-1,0,-1,-0.016666667,-22,-7,-5,-4,-17,-3,-11,-2,-4,-7,-1,-9,0,-2,-3,0,0,-2.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Moreno,Brandon Royval,1,0,KO/TKO,1,4:59,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground,Flyweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,1,29,-18,30,-1,-1,-17,3,-2,-2,-3,0,2,0,2,0,2,0,3.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Buckley,Jordan Wright,1,0,KO/TKO,2,0:18,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Middleweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,2,17,7,-2,-1,19,8,20,0,-1,11,1,7,1,0,1,0,0,1.783333333,6,0,0,0,6,0,6,0,0,6,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonina Shevchenko,Ariane da Silva,1,0,KO/TKO,2,4:33,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Back Control,Women's Flyweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,2,17,11,17,13,0,-2,0,0,0,-3,3,0,0,1,-1,0,0,3.333333333,52,12,28,3,24,9,25,-1,0,-2,0,26,0,0,0,0,0,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Rodriguez,Nicolas Dalby,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Tony Weeks 27 - 30. Anthony Maness 28 - 29. Derek Cleary 28 - 29.,Welterweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,14,13,0,0,14,13,6,8,0,14,0,0,0,0,0,0,0,0,19,3,11,1,8,2,6,4,-2,7,1,0,0,0,-3,0,0,-0.266666667,14,4,3,0,11,4,8,0,3,10,1,0,0,0,-2,0,0,-0.516666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Jouban,Jared Gooden,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Dave Hagen 27 - 30. Eric Colon 27 - 30. Mike Bell 27 - 30.,Welterweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,8,17,0,0,8,17,5,2,1,7,1,0,0,0,0,0,0,0.05,37,18,1,0,36,18,19,9,8,33,3,0,0,0,0,0,0,-0.183333333,23,18,-1,0,24,18,13,7,4,20,4,0,0,-1,1,2,1,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Daukaus,Dustin Stoltzfus,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Tony Weeks 27 - 30. Junichiro Kamijo 27 - 30. Mike Bell 26 - 30.,Middleweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,-15,7,-17,1,2,6,6,-1,-3,-2,-2,6,0,1,1,0,-1,2.783333333,1,3,-3,4,4,-1,11,-3,-4,8,-4,0,0,0,1,0,0,1.766666667,32,25,6,3,26,22,25,3,-2,14,7,5,0,1,-4,1,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Cosce,Sasha Palatnikov,0,1,KO/TKO,3,2:47,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground,Welterweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,2,8,1,1,1,7,8,-10,3,-17,-5,23,1,0,2,0,0,-0.716666667,-28,-1,-13,-1,-15,0,-20,-1,6,-6,-5,-4,0,0,1,0,0,-0.916666667,-19,-13,-7,-1,-12,-12,-12,-1,1,-1,1,-12,0,0,5,0,0,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Felder,Rafael Dos Anjos,0,1,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Chris Lee 48 - 47. Sal D'amato 45 - 50. Derek Cleary 45 - 50.,Lightweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,5,-10,14,-5,-2,-5,16,-5,-4,4,-1,-4,0,0,-1,-2,0,0,-1.883333333,4,-3,2,0,2,-3,4,-4,2,1,1,0,0,-1,-3,0,0,-2.716666667,-7,2,-6,-2,-1,4,-2,-2,3,0,-1,0,0,-2,-2,0,0,-2.65,17,20,5,0,12,20,12,1,-1,10,3,-1,0,1,0,0,0,0.816666667,-13,-3,-16,-1,3,-2,1,1,1,5,1,-3,0,-2,-5,0,0,-4.25
Abdul Razak Alhassan,Khaos Williams,0,1,KO/TKO,1,0:30,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,Welterweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,1,-3,-5,0,0,-3,-5,-2,0,-1,-2,0,-1,-1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Yoder,Miranda Granger,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ron McCarthy 26 - 30. Chris Lee 27 - 29. Derek Cleary 27 - 29.,Women's Strawweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,-7,-1,0,0,-7,-1,-6,-1,0,-1,-3,-3,0,1,1,2,-1,-1.15,18,4,26,3,-8,1,-7,-3,2,0,-8,0,0,0,1,0,0,1.8,53,10,45,12,8,-2,8,0,0,-2,0,10,0,1,0,1,0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Allen,Sean Strickland,0,1,KO/TKO,2,1:32,3 Rnd (5-5-5),Herb Dean,Punches to Head In Clinch,Catch Weight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,2,-35,-16,-10,-3,-25,-13,-37,8,4,-22,-3,0,0,-1,0,0,0,-1.566666667,-18,-15,0,0,-18,-15,-25,1,6,-18,0,0,-1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kay Hansen,Cory McKenna,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Chris Lee 28 - 29. Sal D'amato 28 - 29. Derek Cleary 28 - 29.,Women's Strawweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,-21,-9,-21,-2,0,-7,-8,7,1,-4,4,0,0,0,1,0,0,0.65,-24,-24,-31,-3,7,-21,-2,7,2,7,2,-2,0,1,1,1,0,-0.483333333,-24,-13,-27,-4,3,-9,1,1,1,2,0,1,0,1,0,1,-1,2.116666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randa Markos,Kanako Murata,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30. Sal D'amato 27 - 30. Mike Bell 27 - 30.,Women's Strawweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,-28,-2,-20,-1,-8,-1,-12,3,1,2,3,-13,0,-2,-3,0,0,-3.566666667,2,11,-5,0,7,11,2,0,5,3,5,-1,0,-1,-1,0,0,-2.216666667,-16,7,-17,-1,1,8,-2,2,1,3,0,-2,0,-1,-1,-2,0,-3.566666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geraldo de Freitas,Tony Gravely,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Dave Hagen 27 - 30. Sal D'amato 29 - 28. Mike Bell 28 - 29.,Bantamweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,-1,1,-4,0,3,1,6,0,-3,9,0,-6,0,-2,1,0,0,-3.633333333,3,-8,-1,-1,4,-7,-1,4,1,7,1,-4,0,-2,-2,0,0,-3.35,20,6,0,0,20,6,19,4,-3,26,-2,-4,0,-2,-6,0,0,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Morono,Rhys McKee,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Rick Winter 27 - 30. Junichiro Kamijo 27 - 30. Mike Bell 27 - 30.,Welterweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,23,-3,1,-2,22,-1,26,-6,2,17,5,0,0,0,-1,0,0,0.033333333,21,23,4,1,17,22,20,-3,0,12,5,0,0,1,-1,0,0,0.083333333,31,23,18,5,13,18,19,-6,0,-1,6,8,0,2,-1,0,0,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don'Tale Mayes,Roque Martinez,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Rick Winter 27 - 30. Dave Hagen 27 - 30. Junichiro Kamijo 28 - 29.,Heavyweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,12,27,14,1,-2,26,1,2,-5,-1,-1,0,0,1,0,0,0,1.166666667,6,10,2,0,4,10,2,4,-2,4,0,0,0,0,-1,0,0,-0.533333333,-34,-15,-33,-2,-1,-13,1,-2,0,-3,2,0,0,-1,1,0,0,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Santos,Glover Teixeira,0,1,Submission,3,1:49,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke,Light Heavyweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,-37,2,-32,0,-5,2,-5,0,0,7,0,-12,0,-2,-2,0,0,-3.966666667,-49,-15,-30,-10,-19,-5,-21,0,2,1,0,-20,0,-1,0,-1,0,-4.65,19,9,1,-1,18,10,18,0,0,1,0,17,1,-1,-1,-1,0,0.866666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Arlovski,Tanner Boser,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 28 - 29. Chris Lee 28 - 29. Ron McCarthy 28 - 29.,Heavyweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,-10,1,0,0,-10,1,-2,2,-10,-10,0,0,0,0,0,0,0,0,-10,2,0,0,-10,2,1,-3,-8,-10,0,0,0,0,0,0,0,0,-14,-6,0,0,-14,-6,1,1,-16,-15,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raoni Barcelos,Khalid Taha,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Dave Hagen 27 - 30. Chris Lee 27 - 30. Ron McCarthy 27 - 30.,Bantamweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,0,-24,-10,-1,10,-23,4,2,4,5,5,0,0,1,2,0,-1,0.566666667,42,-32,0,0,42,-32,25,11,6,42,0,0,0,0,0,0,0,0,19,-8,0,3,19,-11,16,-1,4,12,2,5,0,1,-1,1,0,1.233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giga Chikadze,Jamey Simmons,1,0,KO/TKO,1,3:51,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance,Featherweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,1,4,6,-2,0,6,6,4,2,0,3,-1,4,1,0,-2,0,0,-0.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudia Gadelha,Yan Xiaonan,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Derek Cleary 28 - 29. Sal D'amato 28 - 29.,Women's Strawweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,2,0,11,1,-9,-1,-1,-5,-3,-9,-3,3,0,2,3,0,0,4.1,-9,-27,0,-1,-9,-26,-10,1,0,-9,0,0,0,0,1,0,0,0.116666667,-42,-9,-22,0,-20,-9,-14,-5,-1,-10,-10,0,0,0,4,0,0,2.233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevin Giles,Bevon Lewis,1,0,KO/TKO,3,1:26,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,Middleweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,-16,-2,-20,-3,4,1,6,0,-2,5,-2,1,1,1,0,0,0,0.683333333,1,-18,0,0,1,-18,5,-4,0,1,0,0,0,0,-4,0,0,0,6,-11,-1,0,7,-11,8,0,-1,7,0,0,1,0,-1,0,0,0.283333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandr Romanov,Marcos Rogerio de Lima,1,0,Submission,1,4:48,3 Rnd (5-5-5),Herb Dean,Forearm Choke From Half Guard,Heavyweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,1,-17,-10,-5,0,-12,-10,-4,-4,-4,-12,-2,2,0,2,3,1,0,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Elkins,Eduardo Garagorri,1,0,Submission,3,2:22,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Featherweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,46,11,39,5,7,6,4,3,0,-2,7,2,0,5,7,0,0,4.1,15,1,20,3,-5,-2,-5,0,0,-5,2,-2,0,2,3,0,0,2.5,11,-6,17,0,-6,-6,-6,-1,1,-5,0,-1,0,0,4,1,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Griffin,Ramiz Brahimaj,1,0,KO/TKO,3,2:03,3 Rnd (5-5-5),Mark Smith,Elbow to Head In Clinch Ear Injury,Welterweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,6,9,1,0,5,9,2,0,3,5,0,0,0,0,1,0,0,-0.216666667,19,1,0,0,19,1,9,9,1,19,0,0,0,0,0,0,0,0.033333333,11,5,6,0,5,5,-1,2,4,4,1,0,0,0,0,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Lopez,Anthony Birchak,1,0,Submission,1,2:43,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Bantamweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,1,15,-6,6,0,9,-6,9,4,-4,3,2,4,0,2,1,1,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uriah Hall,Anderson Silva,1,0,KO/TKO,4,1:24,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground,Middleweight Bout,UFC Fight Night: Hall vs. Silva,"Las Vegas, Nevada, USA",10/31/20,4,-7,-8,0,0,-7,-8,0,-5,-2,-7,0,0,0,0,0,0,0,0,-1,7,0,0,-1,7,4,-1,-4,-1,0,0,0,0,0,0,0,0,2,0,-3,0,5,0,10,-1,-4,0,-2,7,1,0,0,0,0,-0.45,-15,-2,-13,-1,-2,-1,5,-7,0,0,0,-2,1,-3,-1,0,0,-3.816666667,,,,,,,,,,,,,,,,,,
Bryce Mitchell,Andre Fili,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29. Dave Hagen 27 - 30. Sal D'amato 27 - 30.,Featherweight Bout,UFC Fight Night: Hall vs. Silva,"Las Vegas, Nevada, USA",10/31/20,3,20,1,8,1,12,0,5,6,1,2,0,10,0,3,1,0,-1,3.833333333,6,-18,7,1,-1,-19,-2,1,0,1,0,-2,0,1,5,1,0,1.983333333,23,6,15,9,8,-3,6,2,0,3,0,5,0,3,0,0,-1,3.816666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Greene,Greg Hardy,0,1,KO/TKO,2,1:12,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,Heavyweight Bout,UFC Fight Night: Hall vs. Silva,"Las Vegas, Nevada, USA",10/31/20,2,-22,-7,-10,-1,-12,-6,-11,-1,0,-2,0,-10,0,-1,0,0,0,-2.25,-17,-2,0,0,-17,-2,-15,-1,-1,-1,0,-16,-1,0,0,0,0,-0.283333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Holland,Charlie Ontiveros,1,0,Submission,1,2:39,3 Rnd (5-5-5),Mark Smith,Injury Verbal submission,Middleweight Bout,UFC Fight Night: Hall vs. Silva,"Las Vegas, Nevada, USA",10/31/20,1,31,1,22,0,9,1,8,0,1,0,0,9,0,2,0,0,0,2.216666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Green,Thiago Moises,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Hagen 28 - 29. Sal D'amato 28 - 29. Derek Cleary 28 - 29.,Lightweight Bout,UFC Fight Night: Hall vs. Silva,"Las Vegas, Nevada, USA",10/31/20,3,13,7,0,0,13,7,2,7,4,12,1,0,0,-1,-1,0,1,0.116666667,19,11,4,0,15,11,-4,12,7,14,1,0,0,1,1,-1,0,0.2,19,-2,4,1,15,-3,2,7,6,14,1,0,0,0,0,0,0,-0.983333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gruetzemacher,Alexander Hernandez,0,1,KO/TKO,1,1:46,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,Lightweight Bout,UFC Fight Night: Hall vs. Silva,"Las Vegas, Nevada, USA",10/31/20,1,-21,-4,0,0,-21,-4,-12,-4,-5,-20,-1,0,-1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
